Référence;Désignation;Fournisseur;Fabricant;Catégorie;Tarif approximatif;CONCAT;Clé_Réf;Code interne;Note;SH Code;Poids unitaire;Conditionnement;Poids;Unité poids;PCB;Poids emballage;Mode de colisage
MO3T-H;"Main d'œuvre d'un équipe pour une heures
Intervention d'un equipe pour une heure";Syritec;;Fibre Optique;109,61;MO3T-H;MO3T-H;;;;;;;;;;
N501600A;Micro manchon sans aménagement;ATECH;3M Pouyet;Fibre Optique;185,9;N501600A;N501600A;;;;;;;;;;
N501659A;BOITIER PBPO - 3M DE DISTRIBUTION TAILLE 2 - BOITIER DE DISTRIBUTION TAILLE 2;Xeilom;3M Pouyet;Fibre Optique;85,68;N501659A;N501659A;;;;;;;;;;
N541106A;CASSETTE UNIVERSELLE 1 PAS 12 FUSIONS - POUR BOITIER 3M - CASSETTE UNIVERSELLE 1 PAS POUR 12 FUSIONS;Xeilom;3M Pouyet;Fibre Optique;2,74;N541106A;N541106A;;;;;;;;;;
N711546A;Support egouts pour Boitier PBO taille 2 et 3;Atech;3M Pouyet;Fibre Optique;;N711546A;N711546A;;;;;;;;;;
N721126A;Kit ECAM D12 /3M POUYET;Atech;3M Pouyet;Fibre Optique;;N721126A;N721126A;;;;;;;;;;
N801610A;Kit K7 pour 24 fusions + 2 gromets 4x2,5mm;ATECH;3M Pouyet;Fibre Optique;59,96;N801610A;N801610A;;;;;;;;;;
N8526A;Acome PAD1826, 24FOxG657 A2 M6Z1236A;Atech;;Fibre Optique;1,88;N8526A;N8526A;;;;0,035;Touret;;;;;
NETSC;Stylo nettoyeur Fujikura de connecteur SC;Atech;INFRACTIVE;Fibre Optique;;NETSC;NETSC;;;;;;;;;;
OBTSCDUPLEX;Obturateur SC Duplex;Atech;;Fibre Optique;;OBTSCDUPLEX;OBTSCDUPLEX;;;;;;;;;;
OFI-20AA;Pince de detection de trafic /Infractive;Atech;INFRACTIVE;Fibre Optique;;OFI-20AA;OFI-20AA;;;;;;;;;;
OPT-MWC;Pince a debuter (0.6-2.26 mm) multi-wire cutter&stripper /Infractive;Atech;INFRACTIVE;Fibre Optique;;OPT-MWC;OPT-MWC;;;;;;;;;;
P6FO;Pieuvre d'épanouissement 6 fibres optiques;Atech;;Fibre Optique;;P6FO;P6FO;;;;;;;;;;
PBO12;BOITIER PBO 12 FO EQUIPE DE CASSETTES POUR FUSIONS;Xeilom;;Fibre Optique;29,9321493;PBO12;PBO12;;;;;;;;;;
PBO24;BOITIER PBO 24FO EQUIPE DE CASSETTES POUR FUSIONS;Xeilom;;Fibre Optique;32,48459963;PBO24;PBO24;;;;;;;;;;
PBO36;BOITIER PBO 36FO EQUIPE DE CASSETTES POUR FUSIONS;Xeilom;;Fibre Optique;35,02459899;PBO36;PBO36;;;;;;;;;;
PBO48;BOITIER PBO 48FO EQUIPE DE CASSETTES POUR FUSIONS;Xeilom;;Fibre Optique;37,56459835;PBO48;PBO48;;;;;;;;;;
PIGTOM4SC;Pigtail 50/ 125 OM4 SC Multimode 2m;Comptoir du Cabling;;Fibre Optique;3,9;PIGTOM4SC;PIGTOM4SC;;;;;;;;;;
PIZ1SCA-20DTM;LIAISON ABON. PRÉ-CABLÉE DTIO MODULAIRE SC/APC - 1 FO - 20M;Xeilom;;Fibre Optique;16,22052068;PIZ1SCA-20DTM;PIZ1SCA-20DTM;;;;;;;;;;
PIZ1SCA-20PTO;LIAISON ABON. PRÉ-CABLÉE RECT. PTO + SC/APC - 1 FO - 20M;Xeilom;;Fibre Optique;16,22052068;PIZ1SCA-20PTO;PIZ1SCA-20PTO;;;;;;;;;;
PIZ1SCA-30DTM;LIAISON ABON. PRÉ-CABLÉE DTIO. MODULAIR + SC/APC - 1 FO - 30M;Xeilom;;Fibre Optique;19,542796;PIZ1SCA-30DTM;PIZ1SCA-30DTM;;;;;;;;;;
PIZ1SCA-30PTO;LIAISON ABON. PRÉ-CABLÉE RECT. PTO + SC/APC - 1 FO - 30M;Xeilom;;Fibre Optique;19,542796;PIZ1SCA-30PTO;PIZ1SCA-30PTO;;;;;;;;;;
PIZ1SCA-50DTM;LIAISON ABON. PRÉ-CABLÉE DTIO MODULAIRE SC/ACP - 1 FO - 50M;Xeilom;;Fibre Optique;26,30460342;PIZ1SCA-50DTM;PIZ1SCA-50DTM;;;;;;;;;;
PIZ1SCA-50PTO;LIAISON ABON. PRÉ-CABLÉE RECT. PTO + SC/APC - 1 FO - 50M;Xeilom;;Fibre Optique;26,30460342;PIZ1SCA-50PTO;PIZ1SCA-50PTO;;;;;;;;;;
PIZ4SCA-20DTM;LIAISON ABON. PRÉ-CABLÉE DTIO MODULAIRE SC/ACP - 4 FO - 20M;Xeilom;;Fibre Optique;26,42186019;PIZ4SCA-20DTM;PIZ4SCA-20DTM;;;;;;;;;;
PIZ4SCA-20PTO;LIAISON ABON. PRÉ-CABLÉE RECT. PTO + SC/APC - 4 FO - 20M;Xeilom;;Fibre Optique;26,42186019;PIZ4SCA-20PTO;PIZ4SCA-20PTO;;;;;;;;;;
PIZ4SCA-30DTM;LIAISON ABON. PRÉ-CABLÉE DTIO MODULAIRE SC/APC - 4 FO - 30M;Xeilom;;Fibre Optique;27,94619828;PIZ4SCA-30DTM;PIZ4SCA-30DTM;;;;;;;;;;
PIZ4SCA-30PTO;LIAISON ABON. PRÉ-CABLÉE RECT. PTO + SC/APC - 4 FO - 30M;Xeilom;;Fibre Optique;27,94619828;PIZ4SCA-30PTO;PIZ4SCA-30PTO;;;;;;;;;;
PIZ4SCA-50DTM;LIAISON ABON. PRÉ-CABLÉE DTIO MODULAIRE SC/APC - 4 FO - 50M;Xeilom;;Fibre Optique;41,0398716;PIZ4SCA-50DTM;PIZ4SCA-50DTM;;;;;;;;;;
PIZ4SCA-50PTO;LIAISON ABON. PRÉ-CABLÉE RECT. PTO + SC/APC - 4 FO - 50M;Xeilom;;Fibre Optique;41,0398716;PIZ4SCA-50PTO;PIZ4SCA-50PTO;;;;;;;;;;
PLPM;PLATINE DE FIXATION MURALE POUR PMI;Xeilom;;Fibre Optique;101,5052824;PLPM;PLPM;;;;;;;;;;
PMI-48PK;BOITIER PMI EQUIPE DE CASSETTES ET PIGTAILS - 48 FO;Xeilom;;Fibre Optique;291,1837518;PMI-48PK;PMI-48PK;;;;;;;;;;
PMI-48TK;BOITIER PMI EQUIPE DE CASSETTES - 48 FO;Xeilom;;Fibre Optique;204,5896228;PMI-48TK;PMI-48TK;;;;;;;;;;
PMI-48ZS;BOITIER POUR ZONE DE STOCKAGE DE LA FIBRE - 48FO;Xeilom;;Fibre Optique;140,7081312;PMI-48ZS;PMI-48ZS;;;;;;;;;;
PMI-72PK;BOITIER PMI EQUIPE DE CASSETTES ET PIGTAILS - 72 FO;Xeilom;;Fibre Optique;426,0290442;PMI-72PK;PMI-72PK;;;;;;;;;;
PMI-72TK;BOITIER PMI EQUIPE DE CASSETTES - 72 FO;Xeilom;;Fibre Optique;294,8773403;PMI-72TK;PMI-72TK;;;;;;;;;;
PMI-NX10237326;BAIE PMI 31U - 19 POUCES FTTH INTÉRIEUR - GRISE;Xeilom;;VDI;2976,51816;PMI-NX10237326;PMI-NX10237326;;;;;;;;;;
PMI-TEQ144SCA-3U;TIROIR - FTTH -3U - 144 FIBRES PIVOTANT GAUCHE SANS PIGTAILS;Xeilom;;Fibre Optique;319,8452165;PMI-TEQ144SCA-3U;PMI-TEQ144SCA-3U;;;;;;;;;;
PMI-TEQ144SCAPG-3U;TIROIR - FTTH -3U - EQUIPE 144 FIBRES  - PIVOTANT GAUCHE;Xeilom;;Fibre Optique;577,1014614;PMI-TEQ144SCAPG-3U;PMI-TEQ144SCAPG-3U;;;;;;;;;;
PMI-TEQ48SCA-1U;"TIROIR 19"" FTTH 1U PIVOTANT 48 FIBRES SANS PIGTAILS";Xeilom;;Fibre Optique;151,9126676;PMI-TEQ48SCA-1U;PMI-TEQ48SCA-1U;;;;;;;;;;
PMI-TEQ48SCAPG-1U;"TIROIR 19"" FTTH 1U PIVOTANT GAUCHE  48 FIBRES + PIGTAILS";Xeilom;;Fibre Optique;193,669819;PMI-TEQ48SCAPG-1U;PMI-TEQ48SCAPG-1U;;;;;;;;;;
PMI-TEQ96SCA-2U;"TIROIR 19"" FTTH 2U PIVOTANT GAUCHE 96 FIBRES SANS PIGTAILS";Xeilom;;Fibre Optique;303,8253351;PMI-TEQ96SCA-2U;PMI-TEQ96SCA-2U;;;;;;;;;;
PMI-TEQ96SCAPG-2U;"TIROIR 19"" FTTH 2U PIVOTANT GAUCHE  96 FIBRES + PIGTAILS";Xeilom;;Fibre Optique;387,339638;PMI-TEQ96SCAPG-2U;PMI-TEQ96SCAPG-2U;;;;;;;;;;
PMI-TIR12PRO;TIROIR OPTIQUE - PRO-19' GRIS;Xeilom;;Fibre Optique;61,36;PMI-TIR12PRO;PMI-TIR12PRO;;;;;;;;;;
PMI-TZS1U-19;TIROIR POUR ZONE DE STOCKAGE 1U - 19'' - PIVOTANT GAUCHE;Xeilom;;Fibre Optique;97,06666667;PMI-TZS1U-19;PMI-TZS1U-19;;;;;;;;;;
POM1LC;Pigtail Multimode 62.5/125ﾵm connecteur LC longueur 2m;Atech;;Fibre Optique;;POM1LC;POM1LC;;;;;;;;;;
POM1SC;Pigtail Multimode 62.5/125ﾵm connecteur SC longueur 2m;Atech;;Fibre Optique;;POM1SC;POM1SC;;;;;;;;;;
POM1ST;Pigtail Multimode 62.5/125ﾵm connecteur ST longueur 2m;Atech;;Fibre Optique;;POM1ST;POM1ST;;;;;;;;;;
POM3LC;Pigtail Multimode 50/125ﾵm OM3 structure sﾎrrﾎe connecteur LC longueur 2m;Atech;;Fibre Optique;;POM3LC;POM3LC;;;;;;;;;;
POM3SC;Pigtail Multimode 50/125ﾵm OM3 structure sﾎrrﾎe connecteur SC longueur 2m;Atech;;Fibre Optique;;POM3SC;POM3SC;;;;;;;;;;
POM3ST;Pigtail Multimode 50/125ﾵm OM3 connecteur ST longueur 2m;Atech;;Fibre Optique;;POM3ST;POM3ST;;;;;;;;;;
POM4SC;Pigtail Multimode 50/ 125µm OM4 structure sérrée connecteur SC longueur 1m;ATECH;;Fibre Optique;6,41;POM4SC;POM4SC;;;;;;;;;;
POS1SC;Pigtail Monomode 9/125ﾵm connnecteur SC longueur 2m;Atech;;Fibre Optique;;POS1SC;POS1SC;;;;;;;;;;
POS1SCAPC;Pigtail Monomode 9/125ﾵm connnecteur SCAPC longueur 2m;Atech;;Fibre Optique;;POS1SCAPC;POS1SCAPC;;;;;;;;;;
RECFIBRE;Recette fibre optique de 6-12 brins;CADistribution;;Fibre Optique;7,5;RECFIBRE;RECFIBRE;;;;;;;;;;
RJ9;Connecteur RJ9;ATECH;;Fibre Optique;0,04;RJ9;RJ9;;;85369010;;;;;;;
SCAPC;Jarretière optique SCAPC/ SCAPC simplex monomode 9/ 125 - 20M;Comptoir du Cabling;;Fibre Optique;24;SCAPC;SCAPC;;;;;;;;;;
SMOVES61;Smoves longueur 61mm unit_;Atech;;Fibre Optique;;SMOVES61;SMOVES61;;;;;;;;;;
TIROIRSC;Tiroir optique coulissant non équipé SC Simplex 24 ports;Atech;;Fibre Optique;;TIROIRSC;TIROIRSC;;;;;;;;;;
TISSUS;Essuyeur Tissus non Pelucheux (lot de 100);Atech;;Fibre Optique;;TISSUS;TISSUS;;;;;;;;;;
TLCLCOMDX;Traversée LC/LC duplex multimode (pour tiroir simplex);Atech;;Fibre Optique;;TLCLCOMDX;TLCLCOMDX;;;;;;;;;;
TSCAPCSCAPCDX;Traversée SCAPC/SCAPC duplex Monomode guide métal;Atech;;Fibre Optique;;TSCAPCSCAPCDX;TSCAPCSCAPCDX;;;;;;;;;;
TSCAPCSCAPCSX;Traversée SCAPC/SCAPC simplex Monomode guide métal;Atech;;Fibre Optique;;TSCAPCSCAPCSX;TSCAPCSCAPCSX;;;;;;;;;;
TSCSCOMDX;Traversée SC/SC duplex multimode guide métal;ATECH;;Fibre Optique;0,83;TSCSCOMDX;TSCSCOMDX;;;;;;;;;;
TSCSCOMSX;Traversée SC/SC simplex multimode;Atech;;Fibre Optique;;TSCSCOMSX;TSCSCOMSX;;;;;;;;;;
TSCSCOSDX;Traversée SC/SC Duplex monomode;Atech;;Fibre Optique;;TSCSCOSDX;TSCSCOSDX;;;;;;;;;;
TSCSCOSSX;Traversée SC/SC simplex monomode;Atech;;Fibre Optique;;TSCSCOSSX;TSCSCOSSX;;;;;;;;;;
TSTSTOMSX;Traversée ST/ST multimode guide métal;Atech;SCHNEIDER ELECTRIC;Fibre Optique;;TSTSTOMSX;TSTSTOMSX;;;;;;;;;;
TSTSTOSSX;Traversée ST/ST simplex monomode;Atech;SCHNEIDER ELECTRIC;Fibre Optique;;TSTSTOSSX;TSTSTOSSX;;;;;;;;;;
UY2;Scotchlok connecteur pour câble multipaire 26-19 AWG;ATECH;3M Pouyet;Fibre Optique;16,84;UY2;UY2;;;;;;;;;;
VDIG150991001;Tiroir optique coulissant (avec cassette lovage +3 obturateur) / Schneider;Atech;SCHNEIDER ELECTRIC;Fibre Optique;;VDIG150991001;VDIG150991001;;;;;;;;;;
VDIM153031;Plaques supports de traversées SC duplex (pour 3 traversées) / Schneider;Atech;SCHNEIDER ELECTRIC;Fibre Optique;;VDIM153031;VDIM153031;;;;;;;;;;
VDIM1530311;Traversée SC/SC duplex multimode (lot de 3) / Schneider;Atech;SCHNEIDER ELECTRIC;Fibre Optique;;VDIM1530311;VDIM1530311;;;;;;;;;;
VISTRAVERSEES;Vis pour traversﾎes SC lot de 1000;Atech;;Fibre Optique;;VISTRAVERSEES;VISTRAVERSEES;;;;;;;;;;
VP013IT0077-00;Lame autorotative pour cliveuse FC-6R et FC-7R;Atech;;Fibre Optique;;VP013IT0077-00;VP013IT0077-00;;;;;;;;;;
XELXECABL4P6FUT500;"CABLE INFO 4P CAT6 F/UTP LSZH
450 X 1 unite";COREDIME;Xelan;Fibre Optique;0,6;XELXECABL4P6FUT500;XELXECABL4P6FUT500;;;;;;;;;;
12128;Boitier épissurage BPEO T1 FDP BRANCH (982017);Telenco;;Fibre Optique;96,18;12128;12128;;;;;;;;;;
11447;Support plastique poteau/façade BPEO T1 (981308);Telenco;;Fibre Optique;7,11;11447;11447;;;;;;;;;;
10146;Cassette pour BPEO 5mm 12 fusions (980586);Telenco;;Fibre Optique;1,96;10146;10146;;;;;;;;;;
90443;ECAM complet simple 3,5-9,5mm (982062);Telenco;;Fibre Optique;6,02;90443;90443;;Vente par 10U 10x6,02;;;;;;;;
4786;Dégraissant fibre optique bidon 1L;Telenco;;Fibre Optique;;4786;4786;;;;;;;;;;
HPBO12;PBO PLASTIQUE 12FO 1 K7 BIZONE;109 Distribution;;Fibre Optique;38;HPBO12;HPBO12;;;85369085;;Carton;;;10;;
SCAPC40;Jarretière optique SCAPC/SCAPC simplex monomode 9/125 - 40m;Comptoir du Cabling;;Fibre optique;45;SCAPC40;SCAPC40;;;;;;;;;;
CDC24E1USCLC;Tiroir optique 1U 24 SC simplex + 24 smooves + cassette;Comptoir du Cabling;;Fibre optique;39;CDC24E1USCLC;CDC24E1USCLC;;;;;;;;;;
CDCOM4SS;Traversée fibre optique SC OM4 Multimode simplex;Comptoir du Cabling;;Fibre optique;0,9;CDCOM4SS;CDCOM4SS;;;;;;;;;;
09009;PTO SERIE 80 avec raccord et pigtail SC/APC 1FO;Telenco;L'Ebénoïd;Fibre Optique;9,42;EBE09009;09009;;;;;;;;;;
13412;Point de Branchement Optique PBO NG Taille 1;Telenco;L'Ebénoïd;Fibre Optique;32,2;EBE13412;13412;;;;;;;;;;
62420;SOCLE PRISE SAILLIE INCL 10° IP44 3P+N+T 32A 400V 6H ROUG;109 Distribution;Eurohm;Fiches & prises industrielles;21;62420;62420;;;;;;;;;;
50445;FICHE 2P+T FR CAOUT.NOIR A VIS;COREDIME;Legrand;Fiches & prises industrielles;6,2542;LEG50445;50445;;;;;;;;;;
52022;SOCLE TABLEAU IP44 2P+T;RAVATE ELEC;Legrand;Fiches & prises industrielles;21,35;LEG52022;52022;;;;;;;;;;
52029;Boîtier réversible Hypra PC 2P+T IP44 et IP66/67-55 16A;RAVATE ELEC;Legrand;Fiches & prises industrielles;32,6;LEG52029;52029;;;;;;;;;;
52223;Prise fixe Hypra IP44 16A - 380V~ à 415V~ - 3P+T - plastique;GMR;Legrand;Fiches & prises industrielles;23,09;LEG52223;52223;;;;;;;;;;
52224;Prise fixe Hypra IP44 16A - 380V~ à 415V~ - 3P+N+T - plastique;RAVATE ELEC;Legrand;Fiches & prises industrielles;28,97;LEG52224;52224;;;;;;;;;;
52229;Boîtier réversible simple Hypra pour prise 3P+T et 3P+N+T 16A - plastique;GMR;Legrand;Fiches & prises industrielles;26,92;LEG52229;52229;;;;;;;;;;
52244;FICHE PLAST IP44 16A 3P+N+T;RAVATE ELEC;Legrand;Fiches & prises industrielles;33,07;LEG52244;52244;;;;;;;;;;
52920;Prise Hypra IP44 32A 380V à 415V 3P+N+T plastique;COREDIME;Legrand;Fiches & prises industrielles;36,8108;LEG52920;52920;;;;;;;;;;
52940;Boîtier réversible Hypra PC 2P+T , 3P+T et 3P+N+T 32A;RAVATE ELEC;Legrand;Fiches & prises industrielles;51,9;LEG52940;52940;;;;;;;;;;
55427;#SOCLE A ENCASTR.20A 3P+N+T VI;RAVATE ELEC;Legrand;Fiches & prises industrielles;19,22;LEG55427;55427;;;;;;;;;;
55637;FICHE 3P+N+T 20A PLEXO;COREDIME;Legrand;Fiches & prises industrielles;13,4208;LEG55637;55637;;;;;;;;;;
55708;Prise 3P+N+T 20A Plexo gris;GMR;Legrand;Fiches & prises industrielles;28,3246;LEG55708;55708;;;;;;;;;;
55849;FICHE ET PRISE 32A CADRE IVOIR;RAVATE ELEC;Legrand;Fiches & prises industrielles;6,21;LEG55849;55849;;;;;;;;;;
62404;SOCLE DE PRISE SAILLIE 10° 2P+T IP44 16A 230V 6H BLEU;109 Distribution;Eurohm;Fiches & prises industrielles;12,5;62404;62404;;;;;;;;;;
62426;SOCLE DE PR.10°ET.SAI.2P+T 16A 230V 6H;109 DISTRIBUTION;Gewiss;Fiches & prises industrielles;19,9;62426;62426;;;;;;;;;;
050445;Fiche borne à vis 2P+T 16A IK08 IP44 à sortie droite;COREDIME;Legrand;Fiches & prises industrielles;6,2542;LEG050445;050445;;;;;;;;;;
052003;Prisinter fixe Hypra IP44/55 16A - 200V~ à 250V~ - 3P+T - plastique;COREDIME;Legrand;Fiches & prises industrielles;153,6411;LEG052003;052003;;;;;;;;;;
052022;SOCLE TABLEAU IP44 2P+T;RAVATE ELEC;Legrand;Fiches & prises industrielles;21,35;LEG052022;052022;;;;;;;;;;
052029;Boîtier réversible Hypra PC 2P+T IP44 et IP66/67-55 16A;RAVATE ELEC;Legrand;Fiches & prises industrielles;32,6;LEG052029;052029;;;;;;;;;;
052223;Prise fixe Hypra IP44 16A - 380V~ à 415V~ - 3P+T - plastique;GMR;Legrand;Fiches & prises industrielles;23,09;LEG052223;052223;;;;;;;;;;
052224;Prise fixe Hypra IP44 16A - 380V~ à 415V~ - 3P+N+T - plastique;RAVATE ELEC;Legrand;Fiches & prises industrielles;28,97;LEG052224;052224;;;;;;;;;;
052229;Boîtier réversible simple Hypra pour prise 3P+T et 3P+N+T 16A - plastique;GMR;Legrand;Fiches & prises industrielles;26,92;LEG052229;052229;;;;;;;;;;
052244;FICHE PLAST IP44 16A 3P+N+T;RAVATE ELEC;Legrand;Fiches & prises industrielles;33,07;LEG052244;052244;;;;;;;;;;
052284;Prise mobile Hypra IP44 16A - 380V~ à 415V~ - 3P+N+T - plastique;COMINTER;Legrand;Fiches & Prises industrielles;43,03;LEG052284;052284;;;;;;;;;;
052920;Prise Hypra IP44 32A 380V à 415V 3P+N+T plastique;COREDIME;Legrand;Fiches & prises industrielles;36,8108;LEG052920;052920;;;;;;;;;;
052940;Boîtier réversible Hypra PC 2P+T , 3P+T et 3P+N+T 32A;RAVATE ELEC;Legrand;Fiches & prises industrielles;51,9;LEG052940;052940;;;;;;;;;;
055427;#SOCLE A ENCASTR.20A 3P+N+T VI;RAVATE ELEC;Legrand;Fiches & prises industrielles;19,22;LEG055427;055427;;;;;;;;;;
055637;FICHE 3P+N+T 20A PLEXO;COREDIME;Legrand;Fiches & prises industrielles;13,4208;LEG055637;055637;;;;;;;;;;
055708;Prise 3P+N+T 20A Plexo gris;GMR;Legrand;Fiches & prises industrielles;28,3246;LEG055708;055708;;;;;;;;;;
055849;FICHE ET PRISE 32A CADRE IVOIR;RAVATE ELEC;Legrand;Fiches & prises industrielles;6,21;LEG055849;055849;;;;;;;;;;
062426;SOCLE DE PR.10°ET.SAI.2P+T 16A 230V 6H;109 DISTRIBUTION;Gewiss;Fiches & prises industrielles;19,9;062426;062426;;;;;;;;;;
600031FH;FICHE MALE MOBILE HP IP67 3P+N+T 16A 400V 6H ROUGE;109 Distribution;Gewiss;Fiches & Prises industrielles;31,1;600031FH;600031FH;;;;;;;;;;
60004FH;FICHE MALE MOBILE HP IP44 2P+T 16A 230V 6H BLEU;109 DISTRIBUTION;Gewiss;Fiches & prises industrielles;9;60004FH;60004FH;;;;;;;;;;
60009FH;FICHE MALE MOBILE 3P+N+T 16A 400V 6H ROUGE;109 Distribution;Gewiss;Fiches & Prises industrielles;15;60009FH;60009FH;;;;;;;;;;
60020FH;FICHE MALE MOBILE 3P+N+T 32A 400V 6H ROUGE;109 Distribution;Gewiss;Fiches & Prises industrielles;17,8;60020FH;60020FH;;;;;;;;;;
60042FH;FICHE MALE MOBILE HP IP67 3P+N+T 32A 400V 6H ROUGE;109 Distribution;Eurohm;Fiches & prises industrielles;36,8;60042FH;60042FH;;;;;;;;;;
6004FH;FICHE MALE MOBILE HP IP44 2P+T 16A 230V 6H BLEU;109 Distribution;Gewiss;Fiches & prises industrielles;9;6004FH;6004FH;;;;;;;;;;
62004FH;PRISE FEMELLE MOBILE HP IP44 2P+T 16A 230V 6H BLEU;109 Distribution;Gewiss;Fiches & Prises industrielles;13,5;62004FH;62004FH;;;;;;;;;;
62404;SOCLE DE PRISE SAILLIE 10° 2P+T IP44 16A 230V 6H BLEU;109 Distribution;Eurohm;Fiches & prises industrielles;12,5;62404;62404;;;;;;;;;;
62409;SOCLE PRISE SAILLIE IP44 INCL.10° 3P+N+T 16A 400V 6H ROUGE;109 Distribution;Gewiss;Fiches & Prises industrielles;16;62409;62409;;;;;;;;;;
62426;SOCLE DE PR.10°ET.SAI.2P+T 16A 230V 6H;109 Distribution;Gewiss;Fiches & prises industrielles;19,9;62426;62426;;;;;;;;;;
63254H;SOCLE PRISE ENCASTRE INCL.10° IP67 3P+N+T 63A 6H ROUGE;109 Distribution;Gewiss;Fiches & prises industrielles;68;63254H;63254H;;;;;;;;;;
GEWGW60004FH;FICHE MOB. HP IP44 2P+T 16A;COREDIME;Gewiss;Fiches & prises industrielles;6,6262;GEWGW60004FH;GEWGW60004FH;;;;;;;;;;
GEWGW60008FH;Fiche mob.hp IP44 3P+T 16A 400v 6h cr;COREDIME;Gewiss;Fiches & prises industrielles;9,4251;GEWGW60008FH;GEWGW60008FH;;;;;;;;;;
GEWGW60009FH;FICHE MOB. HP IP44 3P+N+T 16A;COREDIME;Gewiss;Fiches & prises industrielles;9,2585;GEWGW60009FH;GEWGW60009FH;;;;;;;;;;
GEWGW60020FH;Fiche mobile droite HP IP44/IP54 3P+N+T 32A 380-415V 50/60HZ;COREDIME;Gewiss;Fiches & prises industrielles;18,4978;GEWGW60020FH;GEWGW60020FH;;;;;;;;;;
GW62430;SOCLE DE PRISE SAILIE 10° 3P+T 16A 400V 6H;109 Distribution;Gewiss;Fiches & Prises industrielles;22;GW62430;GW62430;;;;;;;;;;
GW62441;SOCLE DE PRISE EN SAILLIE 10° 3P+T 32A 400V 6H;109 Distribution;Gewiss;Fiches & Prises industrielles;32;GW62441;GW62441;;;;;;;;;;
GW63453;PRISE SAILLIE 3P+N+T 63A 400V 6H;109 Distribution;Gewiss;Fiches & prises industrielles;78;GW63453;GW63453;;;;;;;;;;
LEG050445;Fiche borne à vis 2P+T 16A IK08 IP44 à sortie droite;COREDIME;Legrand;Fiches & prises industrielles;6,2542;LEGLEG050445;LEG050445;;;;;;;;;;
LEG052022;SOCLE TABLEAU IP44 2P+T;RAVATE ELEC;Legrand;Fiches & prises industrielles;21,35;LEGLEG052022;LEG052022;;;;;;;;;;
LEG052224;Prise fixe Hypra IP44 16A - 380V~ à 415V~ - 3P+N+T - plastique;RAVATE ELEC;Legrand;Fiches & prises industrielles;28,97;LEGLEG052224;LEG052224;;;;;;;;;;
LEG052229;Boîtier réversible simple Hypra pour prise 3P+T et 3P+N+T 16A - plastique;GMR;Legrand;Fiches & prises industrielles;26,92;LEGLEG052229;LEG052229;;;;;;;;;;
LEG052244;FICHE PLAST IP44 16A 3P+N+T;RAVATE ELEC;Legrand;Fiches & prises industrielles;33,07;LEGLEG052244;LEG052244;;;;;;;;;;
LEG052920;Prise Hypra IP44 32A 380V à 415V 3P+N+T plastique;COREDIME;Legrand;Fiches & prises industrielles;36,8108;LEGLEG052920;LEG052920;;;;;;;;;;
LEG055427;#SOCLE A ENCASTR.20A 3P+N+T VI;RAVATE ELEC;Legrand;Fiches & prises industrielles;19,22;LEGLEG055427;LEG055427;;;;;;;;;;
LEG055708;Prise 3P+N+T 20A Plexo gris;GMR;Legrand;Fiches & prises industrielles;28,3246;LEGLEG055708;LEG055708;;;;;;;;;;
LEG055849;FICHE ET PRISE 32A CADRE IVOIR;RAVATE ELEC;Legrand;Fiches & prises industrielles;6,21;LEGLEG055849;LEG055849;;;;;;;;;;
LEG062426;SOCLE DE PR.10°ET.SAI.2P+T 16A 230V 6H;109 DISTRIBUTION;Legrand;Fiches & prises industrielles;19,9;LEGLEG062426;LEG062426;;;;;;;;;;
PCSOL2P+T/IP44;PC 2P+T SOL ALU BROSSE IP44 851000;109 Distribution;BLM;Fiches & prises industrielles;33,9;PCSOL2P+T/IP44;PCSOL2P+T/IP44;;;;;;;;;;
VDI88140P;SUPPORT CONNECTEUR RJ45 45X45 BLANC;109 Distribution;;Fiches & Prises industrielles;4,5;VDI88140P;VDI88140P;;;85369010;;;;;;;
INV2SOURCESCH;INVERSEUR DE SOURCE SCHNEIDER 250A TETRA + VERROUILLAGE MECANIQUE + SUPPORT ARMOIRE PRISMA;Cap Energie Télécom;Schneider Electric;Fiches & prises industrielles;1080;INV2SOURCESCH;INV2SOURCESCH;;;;;;;;;;
PMURMTETRA125A;PRISE MURALE MALE TETRA 125A + FICHE FEMELLE TETRA 125A ;Cap Energie Télécom;;Fiches & prises industrielles;620;PMURMTETRA125A;PMURMTETRA125A;;;;;;;;;;
GW62242FH;SOCLE PRISE 10HP IP67 3P+T 32A 400V 6H;109 Distribution;Gewiss;Fiches & prises industrielles;39;GW62242FH;GW62242FH;;;;;;;;;;
L50246;Prolongateur femelle caoutchou 2P+T (21474);COMINTER;Legrand;Fiches & prises industrielles;5,22;LEGL50246;L50246;;;;;;;;;;
555159;Prise saillie fixe P17 IP44 16A - 380V~ à 415V~ - 3P+N+T;COMINTER;Legrand;Fiches & prises industrielles;11,84;LEG555159;555159;;;;;;;;;;
555154;Prise saillie fixe P17 IP44 16A - 200V~ à 250V~ - 2P+T;COMINTER;Legrand;Fiches & prises industrielles;8,2;LEG555154;555154;;;;;;;;;;
555259;Prise saillie fixe P17 IP44 32A - 380V~ à 415V~ - 3P+N+T;COMINTER;Legrand;Fiches & prises industrielles;18,35;LEG555259;555259;;;;;;;;;;
60019FH;FICHE MOB.IP44 3P+T 32A 400V;COREDIME;Gewiss;Fiches & prises industrielles;17,4855;60019FH;60019FH;;;;;;;;;;
